,Unnamed: 0,county,station,date,rain,temp,wetb,dewpt,vappr,rhum,msl,wddir,day,month,year,hour,rain_group
0,8761,Galway,ATHENRY,2019-01-01 01:00:00,0.0,9.3,8.1,6.8,9.9,84,1035.7,240,1,1,2019,1,0
1,8762,Galway,ATHENRY,2019-01-01 02:00:00,0.0,9.2,7.9,6.3,9.6,82,1035.7,240,1,1,2019,2,0
2,8763,Galway,ATHENRY,2019-01-01 03:00:00,0.0,9.1,8.0,6.6,9.8,84,1036.0,250,1,1,2019,3,0
3,8764,Galway,ATHENRY,2019-01-01 04:00:00,0.0,8.8,7.9,7.0,10.0,88,1036.2,250,1,1,2019,4,0
4,8765,Galway,ATHENRY,2019-01-01 05:00:00,0.0,8.6,7.8,6.8,9.9,88,1036.1,260,1,1,2019,5,0
5,8766,Galway,ATHENRY,2019-01-01 06:00:00,0.0,8.5,7.5,6.2,9.5,85,1036.4,250,1,1,2019,6,0
6,8767,Galway,ATHENRY,2019-01-01 07:00:00,0.0,8.3,7.4,6.4,9.6,87,1036.8,260,1,1,2019,7,0
7,8768,Galway,ATHENRY,2019-01-01 08:00:00,0.0,8.1,7.5,6.8,9.9,91,1037.5,240,1,1,2019,8,0
8,8769,Galway,ATHENRY,2019-01-01 09:00:00,0.0,8.5,7.9,7.3,10.2,92,1038.2,180,1,1,2019,9,0
9,8770,Galway,ATHENRY,2019-01-01 10:00:00,0.0,8.5,8.1,7.5,10.4,93,1038.5,210,1,1,2019,10,0
10,8771,Galway,ATHENRY,2019-01-01 11:00:00,0.0,9.5,8.7,7.9,10.7,89,1038.8,230,1,1,2019,11,0
11,8772,Galway,ATHENRY,2019-01-01 12:00:00,0.0,10.1,8.9,7.6,10.4,84,1038.7,250,1,1,2019,12,0
12,8773,Galway,ATHENRY,2019-01-01 13:00:00,0.0,11.1,9.6,7.9,10.7,80,1038.8,260,1,1,2019,13,0
13,8774,Galway,ATHENRY,2019-01-01 14:00:00,0.0,10.7,9.3,7.7,10.5,81,1038.6,250,1,1,2019,14,0
14,8775,Galway,ATHENRY,2019-01-01 15:00:00,0.0,10.5,9.3,8.0,10.8,84,1038.8,250,1,1,2019,15,0
15,8776,Galway,ATHENRY,2019-01-01 16:00:00,0.0,10.3,9.4,8.4,11.0,88,1039.3,290,1,1,2019,16,0
16,8777,Galway,ATHENRY,2019-01-01 17:00:00,0.0,9.6,9.0,8.2,10.9,91,1039.6,10,1,1,2019,17,0
17,8778,Galway,ATHENRY,2019-01-01 18:00:00,0.0,9.3,8.9,8.5,11.1,95,1040.1,50,1,1,2019,18,0
18,8779,Galway,ATHENRY,2019-01-01 19:00:00,0.0,9.1,8.8,8.5,11.1,96,1040.6,70,1,1,2019,19,0
19,8780,Galway,ATHENRY,2019-01-01 20:00:00,0.1,8.8,8.5,8.3,10.9,96,1040.9,240,1,1,2019,20,1
20,8781,Galway,ATHENRY,2019-01-01 21:00:00,0.0,8.6,8.4,8.1,10.8,97,1041.0,330,1,1,2019,21,0
21,8782,Galway,ATHENRY,2019-01-01 22:00:00,0.0,7.9,7.5,7.2,10.1,95,1041.4,70,1,1,2019,22,0
22,8783,Galway,ATHENRY,2019-01-01 23:00:00,0.1,7.0,6.5,5.8,9.2,92,1041.8,100,1,1,2019,23,1
23,8784,Galway,ATHENRY,2019-01-02 00:00:00,0.0,6.9,6.5,5.9,9.3,93,1041.8,90,2,1,2019,0,0
24,8785,Galway,ATHENRY,2019-01-02 01:00:00,0.0,6.9,6.3,5.7,9.2,92,1042.0,80,2,1,2019,1,0
25,8786,Galway,ATHENRY,2019-01-02 02:00:00,0.0,6.6,6.0,5.4,8.9,92,1042.2,90,2,1,2019,2,0
26,8787,Galway,ATHENRY,2019-01-02 03:00:00,0.0,6.2,5.6,4.8,8.6,90,1042.7,90,2,1,2019,3,0
27,8788,Galway,ATHENRY,2019-01-02 04:00:00,0.0,5.9,5.4,4.8,8.6,92,1042.3,80,2,1,2019,4,0
28,8789,Galway,ATHENRY,2019-01-02 05:00:00,0.0,5.9,5.4,4.8,8.6,93,1041.9,90,2,1,2019,5,0
29,8790,Galway,ATHENRY,2019-01-02 06:00:00,0.0,6.0,5.7,5.3,8.9,95,1041.7,90,2,1,2019,6,0
30,8791,Galway,ATHENRY,2019-01-02 07:00:00,0.2,6.0,5.8,5.4,9.0,95,1042.1,100,2,1,2019,7,1
31,8792,Galway,ATHENRY,2019-01-02 08:00:00,0.3,6.0,5.7,5.4,9.0,95,1042.7,100,2,1,2019,8,1
32,8793,Galway,ATHENRY,2019-01-02 09:00:00,0.1,6.1,5.8,5.4,9.0,95,1043.0,100,2,1,2019,9,1
33,8794,Galway,ATHENRY,2019-01-02 10:00:00,0.0,6.1,5.9,5.6,9.1,96,1042.9,100,2,1,2019,10,0
34,8795,Galway,ATHENRY,2019-01-02 11:00:00,0.0,6.4,6.1,5.7,9.2,95,1043.1,110,2,1,2019,11,0
35,8796,Galway,ATHENRY,2019-01-02 12:00:00,0.0,6.9,6.6,6.2,9.5,95,1042.4,110,2,1,2019,12,0
36,8797,Galway,ATHENRY,2019-01-02 13:00:00,0.0,7.4,7.0,6.6,9.7,94,1041.9,100,2,1,2019,13,0
37,8798,Galway,ATHENRY,2019-01-02 14:00:00,0.0,8.0,7.4,6.7,9.8,91,1041.4,130,2,1,2019,14,0
38,8799,Galway,ATHENRY,2019-01-02 15:00:00,0.0,8.3,7.6,6.8,9.9,90,1041.3,150,2,1,2019,15,0
39,8800,Galway,ATHENRY,2019-01-02 16:00:00,0.0,8.1,7.3,6.4,9.6,89,1041.2,190,2,1,2019,16,0
40,8801,Galway,ATHENRY,2019-01-02 17:00:00,0.0,7.4,7.0,6.5,9.7,94,1041.2,150,2,1,2019,17,0
41,8802,Galway,ATHENRY,2019-01-02 18:00:00,0.0,7.0,6.7,6.3,9.5,95,1041.4,110,2,1,2019,18,0
42,8803,Galway,ATHENRY,2019-01-02 19:00:00,0.0,7.0,6.7,6.3,9.5,95,1041.6,120,2,1,2019,19,0
43,8804,Galway,ATHENRY,2019-01-02 20:00:00,0.0,6.9,6.7,6.4,9.6,96,1041.6,130,2,1,2019,20,0
44,8805,Galway,ATHENRY,2019-01-02 21:00:00,0.1,6.7,6.3,5.9,9.3,94,1041.6,120,2,1,2019,21,1
45,8806,Galway,ATHENRY,2019-01-02 22:00:00,0.0,6.2,5.8,5.3,8.9,94,1041.1,110,2,1,2019,22,0
46,8807,Galway,ATHENRY,2019-01-02 23:00:00,0.0,5.9,5.5,5.0,8.7,93,1040.6,110,2,1,2019,23,0
47,8808,Galway,ATHENRY,2019-01-03 00:00:00,0.0,5.7,5.3,4.8,8.6,93,1040.1,100,3,1,2019,0,0
48,8809,Galway,ATHENRY,2019-01-03 01:00:00,0.0,5.8,5.3,4.6,8.5,92,1040.0,110,3,1,2019,1,0
49,8810,Galway,ATHENRY,2019-01-03 02:00:00,0.0,5.8,5.3,4.7,8.6,93,1040.1,100,3,1,2019,2,0
50,8811,Galway,ATHENRY,2019-01-03 03:00:00,0.0,6.0,5.5,4.8,8.6,91,1040.2,110,3,1,2019,3,0
51,8812,Galway,ATHENRY,2019-01-03 04:00:00,0.0,5.9,5.5,4.9,8.7,93,1039.8,110,3,1,2019,4,0
52,8813,Galway,ATHENRY,2019-01-03 05:00:00,0.0,5.8,5.3,4.6,8.5,91,1039.3,100,3,1,2019,5,0
53,8814,Galway,ATHENRY,2019-01-03 06:00:00,0.0,5.8,5.2,4.4,8.4,90,1039.2,110,3,1,2019,6,0
54,8815,Galway,ATHENRY,2019-01-03 07:00:00,0.0,5.9,5.4,4.7,8.5,92,1039.6,130,3,1,2019,7,0
55,8816,Galway,ATHENRY,2019-01-03 08:00:00,0.0,6.1,5.5,4.8,8.6,91,1039.8,110,3,1,2019,8,0
56,8817,Galway,ATHENRY,2019-01-03 09:00:00,0.0,6.1,5.6,4.9,8.7,92,1040.2,100,3,1,2019,9,0
57,8818,Galway,ATHENRY,2019-01-03 10:00:00,0.0,6.5,5.9,5.2,8.9,91,1040.4,100,3,1,2019,10,0
58,8819,Galway,ATHENRY,2019-01-03 11:00:00,0.0,7.0,6.4,5.7,9.2,91,1040.2,100,3,1,2019,11,0
59,8820,Galway,ATHENRY,2019-01-03 12:00:00,0.0,8.1,7.4,6.5,9.7,89,1039.7,100,3,1,2019,12,0
60,8821,Galway,ATHENRY,2019-01-03 13:00:00,0.0,8.9,7.9,6.9,9.9,86,1039.3,150,3,1,2019,13,0
61,8822,Galway,ATHENRY,2019-01-03 14:00:00,0.0,8.9,7.8,6.6,9.7,85,1039.2,180,3,1,2019,14,0
62,8823,Galway,ATHENRY,2019-01-03 15:00:00,0.0,8.7,7.5,6.2,9.5,84,1039.5,170,3,1,2019,15,0
63,8824,Galway,ATHENRY,2019-01-03 16:00:00,0.0,8.3,7.1,5.6,9.1,83,1039.9,180,3,1,2019,16,0
64,8825,Galway,ATHENRY,2019-01-03 17:00:00,0.0,8.1,6.7,4.9,8.7,80,1040.1,180,3,1,2019,17,0
65,8826,Galway,ATHENRY,2019-01-03 18:00:00,0.0,7.8,6.5,4.8,8.6,81,1040.4,180,3,1,2019,18,0
66,8827,Galway,ATHENRY,2019-01-03 19:00:00,0.0,7.4,5.7,3.3,7.7,75,1040.5,170,3,1,2019,19,0
67,8828,Galway,ATHENRY,2019-01-03 20:00:00,0.0,7.1,5.3,2.7,7.4,73,1040.7,150,3,1,2019,20,0
68,8829,Galway,ATHENRY,2019-01-03 21:00:00,0.0,6.9,5.1,2.6,7.4,74,1040.3,150,3,1,2019,21,0
69,8830,Galway,ATHENRY,2019-01-03 22:00:00,0.0,6.8,5.0,2.3,7.2,73,1040.2,140,3,1,2019,22,0
70,8831,Galway,ATHENRY,2019-01-03 23:00:00,0.0,6.8,4.9,2.2,7.2,72,1040.3,130,3,1,2019,23,0
71,8832,Galway,ATHENRY,2019-01-04 00:00:00,0.0,6.8,4.8,2.0,7.0,71,1040.3,130,4,1,2019,0,0
72,8833,Galway,ATHENRY,2019-01-04 01:00:00,0.0,7.0,4.8,1.7,6.9,69,1040.2,150,4,1,2019,1,0
73,8834,Galway,ATHENRY,2019-01-04 02:00:00,0.0,7.1,4.8,1.5,6.8,67,1040.2,150,4,1,2019,2,0
74,8835,Galway,ATHENRY,2019-01-04 03:00:00,0.0,6.7,4.8,2.0,7.1,72,1040.2,140,4,1,2019,3,0
75,8836,Galway,ATHENRY,2019-01-04 04:00:00,0.0,7.0,4.9,2.0,7.0,70,1040.1,140,4,1,2019,4,0
76,8837,Galway,ATHENRY,2019-01-04 05:00:00,0.0,6.6,4.7,2.1,7.1,72,1039.8,140,4,1,2019,5,0
77,8838,Galway,ATHENRY,2019-01-04 06:00:00,0.0,6.4,4.7,2.2,7.1,74,1039.5,130,4,1,2019,6,0
78,8839,Galway,ATHENRY,2019-01-04 07:00:00,0.0,6.3,4.7,2.3,7.2,75,1039.7,140,4,1,2019,7,0
79,8840,Galway,ATHENRY,2019-01-04 08:00:00,0.0,6.3,4.8,2.5,7.3,76,1040.1,130,4,1,2019,8,0
80,8841,Galway,ATHENRY,2019-01-04 09:00:00,0.0,6.1,4.8,3.0,7.6,80,1040.5,120,4,1,2019,9,0
81,8842,Galway,ATHENRY,2019-01-04 10:00:00,0.0,5.9,4.6,2.7,7.4,79,1040.7,130,4,1,2019,10,0
82,8843,Galway,ATHENRY,2019-01-04 11:00:00,0.0,5.8,4.4,2.5,7.3,79,1040.9,130,4,1,2019,11,0
83,8844,Galway,ATHENRY,2019-01-04 12:00:00,0.0,6.0,4.5,2.4,7.2,77,1040.4,120,4,1,2019,12,0
84,8845,Galway,ATHENRY,2019-01-04 13:00:00,0.0,6.0,4.5,2.3,7.2,76,1039.9,120,4,1,2019,13,0
85,8846,Galway,ATHENRY,2019-01-04 14:00:00,0.0,6.2,4.8,2.6,7.4,77,1039.7,120,4,1,2019,14,0
86,8847,Galway,ATHENRY,2019-01-04 15:00:00,0.0,6.2,4.8,2.9,7.5,79,1039.6,120,4,1,2019,15,0
87,8848,Galway,ATHENRY,2019-01-04 16:00:00,0.0,6.1,4.8,3.0,7.6,80,1039.6,110,4,1,2019,16,0
88,8849,Galway,ATHENRY,2019-01-04 17:00:00,0.0,6.0,4.8,3.1,7.7,81,1039.3,110,4,1,2019,17,0
89,8850,Galway,ATHENRY,2019-01-04 18:00:00,0.0,5.8,4.7,3.3,7.7,83,1039.1,110,4,1,2019,18,0
90,8851,Galway,ATHENRY,2019-01-04 19:00:00,0.0,6.0,4.8,3.2,7.7,81,1039.2,110,4,1,2019,19,0
91,8852,Galway,ATHENRY,2019-01-04 20:00:00,0.0,5.8,4.9,3.5,7.9,85,1039.3,120,4,1,2019,20,0
92,8853,Galway,ATHENRY,2019-01-04 21:00:00,0.0,6.1,5.0,3.5,7.9,83,1039.4,130,4,1,2019,21,0
93,8854,Galway,ATHENRY,2019-01-04 22:00:00,0.0,6.6,4.8,2.3,7.2,74,1039.1,180,4,1,2019,22,0
94,8855,Galway,ATHENRY,2019-01-04 23:00:00,0.0,6.1,4.6,2.4,7.2,77,1039.0,160,4,1,2019,23,0
95,8856,Galway,ATHENRY,2019-01-05 00:00:00,0.0,5.8,4.3,2.3,7.2,78,1038.5,170,5,1,2019,0,0
96,8857,Galway,ATHENRY,2019-01-05 01:00:00,0.0,5.0,3.9,2.2,7.1,81,1038.2,160,5,1,2019,1,0
97,8858,Galway,ATHENRY,2019-01-05 02:00:00,0.0,4.1,3.1,1.7,6.9,84,1037.9,160,5,1,2019,2,0
98,8859,Galway,ATHENRY,2019-01-05 03:00:00,0.0,3.1,2.4,1.2,6.6,87,1037.5,150,5,1,2019,3,0
99,8860,Galway,ATHENRY,2019-01-05 04:00:00,0.0,2.3,1.7,0.8,6.5,89,1037.3,160,5,1,2019,4,0
100,8861,Galway,ATHENRY,2019-01-05 05:00:00,0.0,2.9,2.2,1.2,6.6,88,1037.1,60,5,1,2019,5,0
101,8862,Galway,ATHENRY,2019-01-05 06:00:00,0.0,0.9,0.6,0.2,6.2,95,1036.9,100,5,1,2019,6,0
102,8863,Galway,ATHENRY,2019-01-05 07:00:00,0.0,0.4,0.1,-0.4,5.9,94,1036.9,50,5,1,2019,7,0
103,8864,Galway,ATHENRY,2019-01-05 08:00:00,0.0,-0.4,-0.8,-1.4,5.5,93,1037.1,130,5,1,2019,8,0
104,8865,Galway,ATHENRY,2019-01-05 09:00:00,0.0,1.7,1.4,1.0,6.6,95,1037.2,110,5,1,2019,9,0
105,8866,Galway,ATHENRY,2019-01-05 10:00:00,0.0,3.0,2.5,1.8,7.0,92,1037.2,120,5,1,2019,10,0
106,8867,Galway,ATHENRY,2019-01-05 11:00:00,0.0,5.4,4.7,3.7,7.9,88,1036.9,140,5,1,2019,11,0
107,8868,Galway,ATHENRY,2019-01-05 12:00:00,0.0,7.3,6.1,4.5,8.4,82,1036.5,160,5,1,2019,12,0
108,8869,Galway,ATHENRY,2019-01-05 13:00:00,0.0,8.1,6.6,4.7,8.6,79,1036.0,180,5,1,2019,13,0
109,8870,Galway,ATHENRY,2019-01-05 14:00:00,0.0,8.2,6.7,4.8,8.6,78,1035.4,190,5,1,2019,14,0
110,8871,Galway,ATHENRY,2019-01-05 15:00:00,0.0,8.5,6.9,4.9,8.7,78,1035.4,190,5,1,2019,15,0
111,8872,Galway,ATHENRY,2019-01-05 16:00:00,0.0,8.6,7.1,5.1,8.8,78,1035.4,190,5,1,2019,16,0
112,8873,Galway,ATHENRY,2019-01-05 17:00:00,0.0,8.6,7.1,5.2,8.9,79,1035.5,200,5,1,2019,17,0
113,8874,Galway,ATHENRY,2019-01-05 18:00:00,0.0,8.5,7.2,5.5,9.1,81,1035.7,200,5,1,2019,18,0
114,8875,Galway,ATHENRY,2019-01-05 19:00:00,0.0,8.7,7.4,5.7,9.2,81,1035.6,200,5,1,2019,19,0
115,8876,Galway,ATHENRY,2019-01-05 20:00:00,0.0,8.7,7.4,5.9,9.3,82,1035.9,200,5,1,2019,20,0
116,8877,Galway,ATHENRY,2019-01-05 21:00:00,0.0,8.4,7.4,6.2,9.5,85,1035.9,210,5,1,2019,21,0
117,8878,Galway,ATHENRY,2019-01-05 22:00:00,0.0,8.4,7.4,6.1,9.4,85,1035.7,200,5,1,2019,22,0
118,8879,Galway,ATHENRY,2019-01-05 23:00:00,0.0,8.5,7.4,6.1,9.4,85,1035.9,200,5,1,2019,23,0
119,8880,Galway,ATHENRY,2019-01-06 00:00:00,0.0,8.2,7.2,6.1,9.4,86,1035.4,200,6,1,2019,0,0
120,8881,Galway,ATHENRY,2019-01-06 01:00:00,0.0,8.1,7.1,6.0,9.3,86,1035.6,200,6,1,2019,1,0
121,8882,Galway,ATHENRY,2019-01-06 02:00:00,0.0,7.9,7.0,6.0,9.3,87,1035.9,190,6,1,2019,2,0
122,8883,Galway,ATHENRY,2019-01-06 03:00:00,0.0,7.8,7.0,6.0,9.4,88,1036.0,190,6,1,2019,3,0
123,8884,Galway,ATHENRY,2019-01-06 04:00:00,0.0,7.9,7.0,6.0,9.4,88,1036.0,190,6,1,2019,4,0
124,8885,Galway,ATHENRY,2019-01-06 05:00:00,0.0,7.8,7.2,6.4,9.6,90,1035.6,200,6,1,2019,5,0
125,8886,Galway,ATHENRY,2019-01-06 06:00:00,0.0,7.5,7.0,6.5,9.7,93,1035.1,200,6,1,2019,6,0
126,8887,Galway,ATHENRY,2019-01-06 07:00:00,0.0,7.6,7.2,6.6,9.8,93,1035.2,180,6,1,2019,7,0
127,8888,Galway,ATHENRY,2019-01-06 08:00:00,0.0,7.8,7.3,6.7,9.8,92,1035.4,200,6,1,2019,8,0
128,8889,Galway,ATHENRY,2019-01-06 09:00:00,0.0,7.7,7.2,6.8,9.9,94,1035.9,190,6,1,2019,9,0
129,8890,Galway,ATHENRY,2019-01-06 10:00:00,0.4,7.6,7.4,7.1,10.1,96,1035.9,170,6,1,2019,10,1
130,8891,Galway,ATHENRY,2019-01-06 11:00:00,0.3,7.9,7.6,7.3,10.2,95,1036.0,200,6,1,2019,11,1
131,8892,Galway,ATHENRY,2019-01-06 12:00:00,0.0,8.7,8.1,7.5,10.4,92,1035.7,190,6,1,2019,12,0
132,8893,Galway,ATHENRY,2019-01-06 13:00:00,0.0,9.1,8.4,7.7,10.5,90,1035.5,200,6,1,2019,13,0
133,8894,Galway,ATHENRY,2019-01-06 14:00:00,0.0,9.6,8.8,8.0,10.7,89,1035.1,200,6,1,2019,14,0
134,8895,Galway,ATHENRY,2019-01-06 15:00:00,0.0,9.9,9.0,8.2,10.8,89,1035.0,200,6,1,2019,15,0
135,8896,Galway,ATHENRY,2019-01-06 16:00:00,0.0,9.8,9.0,8.2,10.9,90,1035.1,200,6,1,2019,16,0
136,8897,Galway,ATHENRY,2019-01-06 17:00:00,0.0,9.6,8.9,8.1,10.8,90,1035.2,200,6,1,2019,17,0
137,8898,Galway,ATHENRY,2019-01-06 18:00:00,0.1,9.6,9.2,8.8,11.3,95,1035.0,200,6,1,2019,18,1
138,8899,Galway,ATHENRY,2019-01-06 19:00:00,0.0,9.7,9.5,9.2,11.6,96,1035.0,210,6,1,2019,19,0
139,8900,Galway,ATHENRY,2019-01-06 20:00:00,0.0,9.8,9.6,9.3,11.7,96,1035.1,210,6,1,2019,20,0
140,8901,Galway,ATHENRY,2019-01-06 21:00:00,0.0,9.8,9.6,9.5,11.8,97,1034.7,210,6,1,2019,21,0
141,8902,Galway,ATHENRY,2019-01-06 22:00:00,0.1,9.8,9.6,9.4,11.8,98,1034.6,210,6,1,2019,22,1
142,8903,Galway,ATHENRY,2019-01-06 23:00:00,0.3,9.8,9.7,9.6,11.9,98,1034.5,200,6,1,2019,23,1
143,8904,Galway,ATHENRY,2019-01-07 00:00:00,0.3,10.3,10.2,10.1,12.3,98,1034.3,210,7,1,2019,0,1
144,8905,Galway,ATHENRY,2019-01-07 01:00:00,0.3,10.9,10.8,10.7,12.9,98,1034.4,240,7,1,2019,1,1
145,8906,Galway,ATHENRY,2019-01-07 02:00:00,0.0,10.9,10.8,10.6,12.8,98,1033.9,240,7,1,2019,2,0
146,8907,Galway,ATHENRY,2019-01-07 03:00:00,0.0,10.8,10.5,10.2,12.5,96,1033.4,220,7,1,2019,3,0
147,8908,Galway,ATHENRY,2019-01-07 04:00:00,0.0,11.0,10.6,10.1,12.4,94,1033.1,240,7,1,2019,4,0
148,8909,Galway,ATHENRY,2019-01-07 05:00:00,0.0,10.9,10.3,9.7,12.1,92,1032.9,230,7,1,2019,5,0
149,8910,Galway,ATHENRY,2019-01-07 06:00:00,0.1,10.4,9.6,8.9,11.4,90,1032.2,230,7,1,2019,6,1
150,8911,Galway,ATHENRY,2019-01-07 07:00:00,0.0,11.0,10.0,9.0,11.4,87,1032.0,250,7,1,2019,7,0
151,8912,Galway,ATHENRY,2019-01-07 08:00:00,0.0,10.9,9.7,8.5,11.1,85,1032.1,240,7,1,2019,8,0
152,8913,Galway,ATHENRY,2019-01-07 09:00:00,0.0,10.8,9.6,8.3,10.9,84,1032.1,240,7,1,2019,9,0
153,8914,Galway,ATHENRY,2019-01-07 10:00:00,0.6,10.0,9.4,8.8,11.4,92,1032.3,240,7,1,2019,10,1
154,8915,Galway,ATHENRY,2019-01-07 11:00:00,0.3,9.9,9.6,9.3,11.7,96,1032.2,240,7,1,2019,11,1
155,8916,Galway,ATHENRY,2019-01-07 12:00:00,0.3,10.1,9.8,9.6,12.0,97,1031.8,240,7,1,2019,12,1
156,8917,Galway,ATHENRY,2019-01-07 13:00:00,0.1,10.2,10.1,9.9,12.2,98,1031.6,250,7,1,2019,13,1
157,8918,Galway,ATHENRY,2019-01-07 14:00:00,0.1,10.3,10.2,10.0,12.3,98,1031.2,250,7,1,2019,14,1
158,8919,Galway,ATHENRY,2019-01-07 15:00:00,0.0,10.5,10.4,10.3,12.5,98,1031.5,250,7,1,2019,15,0
159,8920,Galway,ATHENRY,2019-01-07 16:00:00,0.0,10.4,10.0,9.5,11.9,94,1031.8,250,7,1,2019,16,0
160,8921,Galway,ATHENRY,2019-01-07 17:00:00,0.1,8.6,7.8,6.8,9.9,88,1032.4,310,7,1,2019,17,1
161,8922,Galway,ATHENRY,2019-01-07 18:00:00,0.0,6.3,5.7,4.9,8.7,90,1032.8,310,7,1,2019,18,0
162,8923,Galway,ATHENRY,2019-01-07 19:00:00,0.0,3.4,3.2,2.8,7.5,95,1033.2,310,7,1,2019,19,0
163,8924,Galway,ATHENRY,2019-01-07 20:00:00,0.0,4.3,4.0,3.5,7.8,94,1033.7,270,7,1,2019,20,0
164,8925,Galway,ATHENRY,2019-01-07 21:00:00,0.0,4.3,4.0,3.7,7.9,95,1033.8,270,7,1,2019,21,0
165,8926,Galway,ATHENRY,2019-01-07 22:00:00,0.0,5.5,5.0,4.2,8.3,91,1034.0,280,7,1,2019,22,0
166,8927,Galway,ATHENRY,2019-01-07 23:00:00,0.0,5.2,4.7,4.0,8.1,92,1034.0,280,7,1,2019,23,0
167,8928,Galway,ATHENRY,2019-01-08 00:00:00,0.0,5.7,5.0,4.1,8.2,89,1034.4,260,8,1,2019,0,0
168,8929,Galway,ATHENRY,2019-01-08 01:00:00,0.0,5.6,4.9,3.9,8.1,88,1034.4,280,8,1,2019,1,0
169,8930,Galway,ATHENRY,2019-01-08 02:00:00,0.0,5.5,5.0,4.3,8.3,91,1034.6,210,8,1,2019,2,0
170,8931,Galway,ATHENRY,2019-01-08 03:00:00,0.0,5.6,5.1,4.4,8.3,91,1035.0,270,8,1,2019,3,0
171,8932,Galway,ATHENRY,2019-01-08 04:00:00,0.0,6.1,5.3,4.3,8.3,87,1035.0,280,8,1,2019,4,0
172,8933,Galway,ATHENRY,2019-01-08 05:00:00,0.0,5.1,4.6,4.0,8.1,92,1034.8,210,8,1,2019,5,0
173,8934,Galway,ATHENRY,2019-01-08 06:00:00,0.0,5.1,4.7,4.1,8.2,93,1034.7,230,8,1,2019,6,0
174,8935,Galway,ATHENRY,2019-01-08 07:00:00,0.0,3.8,3.4,3.0,7.6,94,1034.7,290,8,1,2019,7,0
175,8936,Galway,ATHENRY,2019-01-08 08:00:00,0.0,5.1,4.7,4.3,8.3,94,1035.1,260,8,1,2019,8,0
176,8937,Galway,ATHENRY,2019-01-08 09:00:00,0.0,5.0,4.7,4.3,8.3,95,1035.7,260,8,1,2019,9,0
177,8938,Galway,ATHENRY,2019-01-08 10:00:00,0.0,5.8,5.4,4.9,8.6,94,1035.9,280,8,1,2019,10,0
178,8939,Galway,ATHENRY,2019-01-08 11:00:00,0.0,6.7,6.0,5.1,8.8,89,1036.3,250,8,1,2019,11,0
179,8940,Galway,ATHENRY,2019-01-08 12:00:00,0.0,8.9,7.5,5.8,9.2,81,1036.0,270,8,1,2019,12,0
180,8941,Galway,ATHENRY,2019-01-08 13:00:00,0.0,9.2,7.6,5.7,9.2,78,1035.7,280,8,1,2019,13,0
181,8942,Galway,ATHENRY,2019-01-08 14:00:00,0.0,9.2,7.6,5.7,9.2,78,1035.4,290,8,1,2019,14,0
182,8943,Galway,ATHENRY,2019-01-08 15:00:00,0.0,9.6,8.0,6.2,9.5,78,1035.1,280,8,1,2019,15,0
183,8944,Galway,ATHENRY,2019-01-08 16:00:00,0.0,8.7,7.8,6.6,9.8,86,1035.3,280,8,1,2019,16,0
184,8945,Galway,ATHENRY,2019-01-08 17:00:00,0.0,8.1,7.4,6.7,9.8,90,1035.2,280,8,1,2019,17,0
185,8946,Galway,ATHENRY,2019-01-08 18:00:00,0.0,6.8,6.5,6.0,9.3,94,1035.4,250,8,1,2019,18,0
186,8947,Galway,ATHENRY,2019-01-08 19:00:00,0.0,6.7,6.4,5.9,9.3,94,1035.5,250,8,1,2019,19,0
187,8948,Galway,ATHENRY,2019-01-08 20:00:00,0.0,6.8,6.4,6.0,9.4,95,1035.6,250,8,1,2019,20,0
188,8949,Galway,ATHENRY,2019-01-08 21:00:00,0.0,7.4,7.0,6.7,9.8,95,1035.7,250,8,1,2019,21,0
189,8950,Galway,ATHENRY,2019-01-08 22:00:00,0.0,7.7,7.5,7.1,10.1,95,1035.6,300,8,1,2019,22,0
190,8951,Galway,ATHENRY,2019-01-08 23:00:00,0.0,7.6,7.4,7.1,10.1,96,1035.3,220,8,1,2019,23,0
191,8952,Galway,ATHENRY,2019-01-09 00:00:00,0.1,7.6,7.5,7.3,10.2,97,1035.2,240,9,1,2019,0,1
192,8953,Galway,ATHENRY,2019-01-09 01:00:00,0.0,7.7,7.5,7.3,10.2,97,1035.3,160,9,1,2019,1,0
193,8954,Galway,ATHENRY,2019-01-09 02:00:00,0.3,7.7,7.5,7.3,10.2,97,1035.0,110,9,1,2019,2,1
194,8955,Galway,ATHENRY,2019-01-09 03:00:00,0.5,7.8,7.6,7.4,10.3,97,1035.0,130,9,1,2019,3,1
195,8956,Galway,ATHENRY,2019-01-09 04:00:00,0.3,7.7,7.6,7.5,10.3,98,1034.7,110,9,1,2019,4,1
196,8957,Galway,ATHENRY,2019-01-09 05:00:00,0.2,7.7,7.6,7.4,10.3,97,1034.4,140,9,1,2019,5,1
197,8958,Galway,ATHENRY,2019-01-09 06:00:00,0.2,7.8,7.7,7.5,10.4,98,1034.0,130,9,1,2019,6,1
198,8959,Galway,ATHENRY,2019-01-09 07:00:00,0.2,7.9,7.8,7.7,10.5,98,1033.8,210,9,1,2019,7,1
199,8960,Galway,ATHENRY,2019-01-09 08:00:00,0.1,8.1,8.0,7.9,10.6,98,1034.0,210,9,1,2019,8,1
200,8961,Galway,ATHENRY,2019-01-09 09:00:00,0.1,8.6,8.5,8.4,11.0,98,1034.2,250,9,1,2019,9,1
